"REF_DATE","GEO","Labour force characteristics","VALUE"
"2003-01","New Brunswick","Participation rate",63.6
"2003-01","New Brunswick","Employment rate",57.3
"2003-01","Quebec","Population",6014.4
"2003-01","Quebec","Labour force",3948.9
"2003-01","Quebec","Employment",3615.4
"2003-01","Quebec","Full-time employment",2963.7
"2003-01","Quebec","Part-time employment ",651.6
"2003-01","Quebec","Unemployment",333.5
"2003-01","Quebec","Unemployment rate",8.4
"2003-01","Quebec","Participation rate",65.7
"2003-01","Quebec","Employment rate",60.1
"2003-01","Ontario","Population",9671.9
"2003-01","Ontario","Labour force",6618.3
"2003-01","Ontario","Employment",6164.7
"2003-01","Ontario","Full-time employment",5031.4
"2003-01","Ontario","Part-time employment ",1133.4
"2003-01","Ontario","Unemployment",453.5
"2003-01","Ontario","Unemployment rate",6.9
"2003-01","Ontario","Participation rate",68.4
"2003-01","Ontario","Employment rate",63.7
"2003-01","Manitoba","Population",864.5
"2003-01","Manitoba","Labour force",593.4
"2003-01","Manitoba","Employment",564.2
"2003-01","Manitoba","Full-time employment",452.1
"2003-01","Manitoba","Part-time employment ",112.1
"2003-01","Manitoba","Unemployment",29.2
"2003-01","Manitoba","Unemployment rate",4.9
"2003-01","Manitoba","Participation rate",68.6
"2003-01","Manitoba","Employment rate",65.3
"2003-01","Saskatchewan","Population",742.3
"2003-01","Saskatchewan","Labour force",504.3
"2003-01","Saskatchewan","Employment",474.9
"2003-01","Saskatchewan","Full-time employment",380.4
"2003-01","Saskatchewan","Part-time employment ",94.6
"2003-01","Saskatchewan","Unemployment",29.3
"2003-01","Saskatchewan","Unemployment rate",5.8
"2003-01","Saskatchewan","Participation rate",67.9
"2003-01","Saskatchewan","Employment rate",64
"2003-01","Alberta","Population",2453.4
"2003-01","Alberta","Labour force",1799.8
"2003-01","Alberta","Employment",1702.1
"2003-01","Alberta","Full-time employment",1395.1
"2003-01","Alberta","Part-time employment ",307
"2003-01","Alberta","Unemployment",97.7
"2003-01","Alberta","Unemployment rate",5.4
"2003-01","Alberta","Participation rate",73.4
"2003-01","Alberta","Employment rate",69.4
"2003-01","British Columbia","Population",3297.9
"2003-01","British Columbia","Labour force",2144.3
"2003-01","British Columbia","Employment",1970.9
"2003-01","British Columbia","Full-time employment",1505.6
"2003-01","British Columbia","Part-time employment ",465.2
"2003-01","British Columbia","Unemployment",173.5
"2003-01","British Columbia","Unemployment rate",8.1
"2003-01","British Columbia","Participation rate",65
"2003-01","British Columbia","Employment rate",59.8
"2003-02","Newfoundland and Labrador","Population",426.6
"2003-02","Newfoundland and Labrador","Labour force",253.2
"2003-02","Newfoundland and Labrador","Employment",210.7
"2003-02","Newfoundland and Labrador","Full-time employment",176.5
"2003-02","Newfoundland and Labrador","Part-time employment ",34.1
"2003-02","Newfoundland and Labrador","Unemployment",42.5
"2003-02","Newfoundland and Labrador","Unemployment rate",16.8
"2003-02","Newfoundland and Labrador","Participation rate",59.4
"2003-02","Newfoundland and Labrador","Employment rate",49.4
"2003-02","Prince Edward Island","Population",109.1
"2003-02","Prince Edward Island","Labour force",73.3
"2003-02","Prince Edward Island","Employment",64.9
"2003-02","Prince Edward Island","Full-time employment",54.7
"2003-02","Prince Edward Island","Part-time employment ",10.2
"2003-02","Prince Edward Island","Unemployment",8.4
"2003-02","Prince Edward Island","Unemployment rate",11.5
"2003-02","Prince Edward Island","Participation rate",67.2
"2003-02","Prince Edward Island","Employment rate",59.5
"2003-02","Nova Scotia","Population",750.5
"2003-02","Nova Scotia","Labour force",471.5
"2003-02","Nova Scotia","Employment",431
"2003-02","Nova Scotia","Full-time employment",346.5
"2003-02","Nova Scotia","Part-time employment ",84.5
"2003-02","Nova Scotia","Unemployment",40.5
"2003-02","Nova Scotia","Unemployment rate",8.6
"2003-02","Nova Scotia","Participation rate",62.8
"2003-02","Nova Scotia","Employment rate",57.4
"2003-02","New Brunswick","Population",602.6
"2003-02","New Brunswick","Labour force",385.4
"2003-02","New Brunswick","Employment",344.7
"2003-02","New Brunswick","Full-time employment",290.7
"2003-02","New Brunswick","Part-time employment ",54
"2003-02","New Brunswick","Unemployment",40.7
"2003-02","New Brunswick","Unemployment rate",10.6
"2003-02","New Brunswick","Participation rate",64
"2003-02","New Brunswick","Employment rate",57.2
"2003-02","Quebec","Population",6017.5
"2003-02","Quebec","Labour force",3953.6
"2003-02","Quebec","Employment",3614.3
"2003-02","Quebec","Full-time employment",2949.1
"2003-02","Quebec","Part-time employment ",665.3
"2003-02","Quebec","Unemployment",339.3
"2003-02","Quebec","Unemployment rate",8.6
"2003-02","Quebec","Participation rate",65.7
"2003-02","Quebec","Employment rate",60.1
"2003-02","Ontario","Population",9682.8
"2003-02","Ontario","Labour force",6654.3
"2003-02","Ontario","Employment",6197.4
"2003-02","Ontario","Full-time employment",5050.2
"2003-02","Ontario","Part-time employment ",1147.2
"2003-02","Ontario","Unemployment",456.9
"2003-02","Ontario","Unemployment rate",6.9
"2003-02","Ontario","Participation rate",68.7
"2003-02","Ontario","Employment rate",64
"2003-02","Manitoba","Population",865.3
"2003-02","Manitoba","Labour force",595.4
"2003-02","Manitoba","Employment",565.8
"2003-02","Manitoba","Full-time employment",452.7
"2003-02","Manitoba","Part-time employment ",113.1
"2003-02","Manitoba","Unemployment",29.6
"2003-02","Manitoba","Unemployment rate",5
"2003-02","Manitoba","Participation rate",68.8
"2003-02","Manitoba","Employment rate",65.4
"2003-02","Saskatchewan","Population",742.4
"2003-02","Saskatchewan","Labour force",506.1
"2003-02","Saskatchewan","Employment",475.9
"2003-02","Saskatchewan","Full-time employment",380
"2003-02","Saskatchewan","Part-time employment ",95.9
"2003-02","Saskatchewan","Unemployment",30.3
"2003-02","Saskatchewan","Unemployment rate",6
"2003-02","Saskatchewan","Participation rate",68.2
"2003-02","Saskatchewan","Employment rate",64.1
"2003-02","Alberta","Population",2457.3
"2003-02","Alberta","Labour force",1804.1
"2003-02","Alberta","Employment",1711.3
"2003-02","Alberta","Full-time employment",1407.9
"2003-02","Alberta","Part-time employment ",303.5
"2003-02","Alberta","Unemployment",92.8
"2003-02","Alberta","Unemployment rate",5.1
"2003-02","Alberta","Participation rate",73.4
"2003-02","Alberta","Employment rate",69.6
"2003-02","British Columbia","Population",3299.6
"2003-02","British Columbia","Labour force",2157.1
"2003-02","British Columbia","Employment",1984.2
"2003-02","British Columbia","Full-time employment",1521
"2003-02","British Columbia","Part-time employment ",463.2
"2003-02","British Columbia","Unemployment",172.9
"2003-02","British Columbia","Unemployment rate",8
"2003-02","British Columbia","Participation rate",65.4
"2003-02","British Columbia","Employment rate",60.1
"2003-03","Newfoundland and Labrador","Population",426.6
"2003-03","Newfoundland and Labrador","Labour force",251.2
"2003-03","Newfoundland and Labrador","Employment",210.1
"2003-03","Newfoundland and Labrador","Full-time employment",176.5
"2003-03","Newfoundland and Labrador","Part-time employment ",33.6
"2003-03","Newfoundland and Labrador","Unemployment",41.1
"2003-03","Newfoundland and Labrador","Unemployment rate",16.4
"2003-03","Newfoundland and Labrador","Participation rate",58.9
"2003-03","Newfoundland and Labrador","Employment rate",49.2
"2003-03","Prince Edward Island","Population",109.2
"2003-03","Prince Edward Island","Labour force",73.7
"2003-03","Prince Edward Island","Employment",64.6
"2003-03","Prince Edward Island","Full-time employment",54.2
"2003-03","Prince Edward Island","Part-time employment ",10.4
"2003-03","Prince Edward Island","Unemployment",9.1
"2003-03","Prince Edward Island","Unemployment rate",12.3
"2003-03","Prince Edward Island","Participation rate",67.5
"2003-03","Prince Edward Island","Employment rate",59.2
"2003-03","Nova Scotia","Population",750.9
"2003-03","Nova Scotia","Labour force",473.4
"2003-03","Nova Scotia","Employment",431.1
"2003-03","Nova Scotia","Full-time employment",349.8
"2003-03","Nova Scotia","Part-time employment ",81.3
"2003-03","Nova Scotia","Unemployment",42.4
"2003-03","Nova Scotia","Unemployment rate",9
"2003-03","Nova Scotia","Participation rate",63
"2003-03","Nova Scotia","Employment rate",57.4
"2003-03","New Brunswick","Population",602.9
"2003-03","New Brunswick","Labour force",380.2
"2003-03","New Brunswick","Employment",343.6
"2003-03","New Brunswick","Full-time employment",289.5
"2003-03","New Brunswick","Part-time employment ",54.1
"2003-03","New Brunswick","Unemployment",36.6
"2003-03","New Brunswick","Unemployment rate",9.6
"2003-03","New Brunswick","Participation rate",63.1
"2003-03","New Brunswick","Employment rate",57
"2003-03","Quebec","Population",6020.9
"2003-03","Quebec","Labour force",3952.8
"2003-03","Quebec","Employment",3599.7
"2003-03","Quebec","Full-time employment",2938
"2003-03","Quebec","Part-time employment ",661.7
"2003-03","Quebec","Unemployment",353.1
"2003-03","Quebec","Unemployment rate",8.9
"2003-03","Quebec","Participation rate",65.7
"2003-03","Quebec","Employment rate",59.8
"2003-03","Ontario","Population",9695.7
"2003-03","Ontario","Labour force",6650.9
"2003-03","Ontario","Employment",6214
"2003-03","Ontario","Full-time employment",5071.4
"2003-03","Ontario","Part-time employment ",1142.6
"2003-03","Ontario","Unemployment",436.9
"2003-03","Ontario","Unemployment rate",6.6
"2003-03","Ontario","Participation rate",68.6
"2003-03","Ontario","Employment rate",64.1
"2003-03","Manitoba","Population",866.1
"2003-03","Manitoba","Labour force",595.4
"2003-03","Manitoba","Employment",566.3
"2003-03","Manitoba","Full-time employment",451.4
"2003-03","Manitoba","Part-time employment ",114.8
"2003-03","Manitoba","Unemployment",29.1
"2003-03","Manitoba","Unemployment rate",4.9
"2003-03","Manitoba","Participation rate",68.7
"2003-03","Manitoba","Employment rate",65.4
"2003-03","Saskatchewan","Population",742.4
"2003-03","Saskatchewan","Labour force",503
"2003-03","Saskatchewan","Employment",475.2
"2003-03","Saskatchewan","Full-time employment",384.9
"2003-03","Saskatchewan","Part-time employment ",90.3
"2003-03","Saskatchewan","Unemployment",27.7
"2003-03","Saskatchewan","Unemployment rate",5.5
"2003-03","Saskatchewan","Participation rate",67.8
"2003-03","Saskatchewan","Employment rate",64
"2003-03","Alberta","Population",2461.6
"2003-03","Alberta","Labour force",1797.9
"2003-03","Alberta","Employment",1701
"2003-03","Alberta","Full-time employment",1394.6
"2003-03","Alberta","Part-time employment ",306.3
"2003-03","Alberta","Unemployment",96.9
"2003-03","Alberta","Unemployment rate",5.4
"2003-03","Alberta","Participation rate",73
"2003-03","Alberta","Employment rate",69.1
"2003-03","British Columbia","Population",3302.2
"2003-03","British Columbia","Labour force",2163.6
"2003-03","British Columbia","Employment",1993.4
"2003-03","British Columbia","Full-time employment",1543.8
"2003-03","British Columbia","Part-time employment ",449.5
"2003-03","British Columbia","Unemployment",170.2
"2003-03","British Columbia","Unemployment rate",7.9
"2003-03","British Columbia","Participation rate",65.5
"2003-03","British Columbia","Employment rate",60.4
"2003-04","Newfoundland and Labrador","Population",426.4
"2003-04","Newfoundland and Labrador","Labour force",251.6
"2003-04","Newfoundland and Labrador","Employment",210
"2003-04","Newfoundland and Labrador","Full-time employment",174.4
"2003-04","Newfoundland and Labrador","Part-time employment ",35.6
"2003-04","Newfoundland and Labrador","Unemployment",41.7
"2003-04","Newfoundland and Labrador","Unemployment rate",16.6
"2003-04","Newfoundland and Labrador","Participation rate",59
"2003-04","Newfoundland and Labrador","Employment rate",49.2
"2003-04","Prince Edward Island","Population",109.2
"2003-04","Prince Edward Island","Labour force",73.5
"2003-04","Prince Edward Island","Employment",64.9
"2003-04","Prince Edward Island","Full-time employment",54.4
"2003-04","Prince Edward Island","Part-time employment ",10.5
"2003-04","Prince Edward Island","Unemployment",8.6
"2003-04","Prince Edward Island","Unemployment rate",11.7
"2003-04","Prince Edward Island","Participation rate",67.3
"2003-04","Prince Edward Island","Employment rate",59.4
"2003-04","Nova Scotia","Population",751.5
"2003-04","Nova Scotia","Labour force",472.7
"2003-04","Nova Scotia","Employment",433.2
"2003-04","Nova Scotia","Full-time employment",349.8
"2003-04","Nova Scotia","Part-time employment ",83.4
"2003-04","Nova Scotia","Unemployment",39.6
"2003-04","Nova Scotia","Unemployment rate",8.4
"2003-04","Nova Scotia","Participation rate",62.9
"2003-04","Nova Scotia","Employment rate",57.6
"2003-04","New Brunswick","Population",603.1
"2003-04","New Brunswick","Labour force",379
"2003-04","New Brunswick","Employment",340.1
"2003-04","New Brunswick","Full-time employment",287.7
"2003-04","New Brunswick","Part-time employment ",52.4
"2003-04","New Brunswick","Unemployment",38.9
"2003-04","New Brunswick","Unemployment rate",10.3
"2003-04","New Brunswick","Participation rate",62.8
"2003-04","New Brunswick","Employment rate",56.4
"2003-04","Quebec","Population",6025.7
"2003-04","Quebec","Labour force",3987.3
"2003-04","Quebec","Employment",3617.9
"2003-04","Quebec","Full-time employment",2951.2
"2003-04","Quebec","Part-time employment ",666.7
"2003-04","Quebec","Unemployment",369.4
"2003-04","Quebec","Unemployment rate",9.3
"2003-04","Quebec","Participation rate",66.2
"2003-04","Quebec","Employment rate",60
"2003-04","Ontario","Population",9712
"2003-04","Ontario","Labour force",6645
"2003-04","Ontario","Employment",6186
"2003-04","Ontario","Full-time employment",5041.1
"2003-04","Ontario","Part-time employment ",1144.8
"2003-04","Ontario","Unemployment",459.1
"2003-04","Ontario","Unemployment rate",6.9
"2003-04","Ontario","Participation rate",68.4
"2003-04","Ontario","Employment rate",63.7
"2003-04","Manitoba","Population",867
"2003-04","Manitoba","Labour force",593.5
"2003-04","Manitoba","Employment",568.1
"2003-04","Manitoba","Full-time employment",454.8
"2003-04","Manitoba","Part-time employment ",113.3
"2003-04","Manitoba","Unemployment",25.3
"2003-04","Manitoba","Unemployment rate",4.3
"2003-04","Manitoba","Participation rate",68.5
"2003-04","Manitoba","Employment rate",65.5
"2003-04","Saskatchewan","Population",742.7
"2003-04","Saskatchewan","Labour force",502.1
"2003-04","Saskatchewan","Employment",475.4
"2003-04","Saskatchewan","Full-time employment",379.9
"2003-04","Saskatchewan","Part-time employment ",95.5
"2003-04","Saskatchewan","Unemployment",26.7
"2003-04","Saskatchewan","Unemployment rate",5.3
"2003-04","Saskatchewan","Participation rate",67.6
"2003-04","Saskatchewan","Employment rate",64
"2003-04","Alberta","Population",2467
"2003-04","Alberta","Labour force",1812.9
"2003-04","Alberta","Employment",1708.5
"2003-04","Alberta","Full-time employment",1411.1
"2003-04","Alberta","Part-time employment ",297.5
"2003-04","Alberta","Unemployment",104.4
"2003-04","Alberta","Unemployment rate",5.8
"2003-04","Alberta","Participation rate",73.5
